1000,knockoff,11.824909448623657,62.70909094810486
2000,knockoff,12.070019483566284,98.22799229621887
3000,knockoff,12.04459261894226,133.4868655204773
4000,knockoff,11.869721174240112,167.2320911884308
5000,knockoff,11.911699295043945,201.55476140975952
6000,knockoff,12.063122510910034,241.2233748435974
7000,knockoff,12.04893970489502,271.00919556617737
8000,knockoff,12.134940147399902,306.9133801460266
9000,knockoff,12.187087774276733,344.29281306266785
10000,knockoff,12.292534828186035,379.3094038963318
11000,knockoff,12.151481628417969,412.74899220466614
12000,knockoff,12.387897253036499,445.5867018699646
13000,knockoff,12.640011548995972,483.51705145835876
14000,knockoff,12.565258026123047,519.3676493167877
15000,knockoff,12.701178073883057,553.1795198917389
16000,knockoff,12.356390476226807,585.7022976875305
17000,knockoff,12.65982174873352,628.4550640583038
18000,knockoff,13.23591136932373,657.2921521663666
19000,knockoff,13.545247077941895,688.8334965705872
20000,knockoff,13.596926927566528,728.4251260757446
21000,knockoff,13.807395219802856,757.5777702331543
