1000,random,0.2282273769378662,201.80896830558777
2000,random,0.22496819496154785,216.16078233718872
3000,random,0.2221360206604004,232.04259133338928
4000,random,0.22200679779052734,249.7185127735138
5000,random,0.22317147254943848,265.68670773506165
6000,random,0.22261977195739746,281.65183329582214
7000,random,0.22269010543823242,298.26274514198303
8000,random,0.22298574447631836,314.2371699810028
9000,random,0.2225186824798584,331.1966435909271
10000,random,0.223160982131958,344.9022328853607
