1000,random,998.9298706054688
2000,random,1997.8871459960938
3000,random,2996.8439331054688
4000,random,3995.8117065429688
5000,random,4994.798156738281
6000,random,5993.757629394531
7000,random,6992.736389160156
8000,random,7991.716003417969
9000,random,8990.653259277344
10000,random,9989.592895507812
