1000,knockoff,0.507375955581665,18.027026653289795
2000,knockoff,0.48134803771972656,18.379753351211548
3000,knockoff,0.4777350425720215,24.513867616653442
4000,knockoff,0.481903076171875,27.388295888900757
5000,knockoff,0.4804677963256836,30.477446794509888
6000,knockoff,0.47864603996276855,35.50309944152832
7000,knockoff,0.4806206226348877,40.19579577445984
8000,knockoff,0.4760611057281494,44.10559701919556
9000,knockoff,0.48302745819091797,47.14537072181702
10000,knockoff,0.4794731140136719,51.73020005226135
11000,knockoff,0.47966957092285156,56.59815454483032
12000,knockoff,0.4796719551086426,59.093432903289795
13000,knockoff,0.47898030281066895,63.66297769546509
14000,knockoff,0.4780564308166504,66.89694356918335
15000,knockoff,0.4820537567138672,72.70482969284058
16000,knockoff,0.4795982837677002,75.60727143287659
17000,knockoff,0.4778282642364502,80.34533500671387
18000,knockoff,0.4798448085784912,83.5856122970581
19000,knockoff,0.48246240615844727,86.99489951133728
20000,knockoff,0.48004770278930664,93.3890643119812
21000,knockoff,0.48441338539123535,94.91995859146118
22000,knockoff,0.48140835762023926,99.41573715209961
23000,knockoff,0.48065710067749023,104.12379550933838
24000,knockoff,0.4802403450012207,107.38385081291199
25000,knockoff,0.47749757766723633,111.59144377708435
26000,knockoff,0.47919416427612305,115.10635137557983
27000,knockoff,0.47953081130981445,120.6369879245758
28000,knockoff,0.48148345947265625,123.63554573059082
29000,knockoff,0.48251986503601074,127.5705156326294
30000,knockoff,0.47954273223876953,132.58806252479553
31000,knockoff,0.47957944869995117,136.24998950958252
32000,knockoff,0.4806981086730957,138.56753158569336
33000,knockoff,0.4796562194824219,145.28204154968262
34000,knockoff,0.4808056354522705,147.14796113967896
35000,knockoff,0.47896838188171387,151.53558468818665
36000,knockoff,0.47989416122436523,156.52940130233765
37000,knockoff,0.4792027473449707,160.00760221481323
38000,knockoff,0.47981786727905273,163.01836943626404
39000,knockoff,0.4812006950378418,167.5545928478241
40000,knockoff,0.47907280921936035,170.622807264328
41000,knockoff,0.4798731803894043,176.44516015052795
42000,knockoff,0.4809532165527344,179.80064249038696
43000,knockoff,0.47972893714904785,183.689368724823
44000,knockoff,0.4784877300262451,186.90282917022705
45000,knockoff,0.4793357849121094,193.4484670162201
46000,knockoff,0.48123645782470703,196.5211877822876
47000,knockoff,0.47837185859680176,200.0485324859619
48000,knockoff,0.4796333312988281,204.19177412986755
49000,knockoff,0.47934865951538086,207.3158085346222
50000,knockoff,0.47883009910583496,210.75599145889282
